Date,Title,Contents,URL
2018/06/13,2018 Fiat 500X Adventurer Edition: A Brief Walk Around,"The Italian-inspired Fiat brand certainly knows how to stand out from the crowd. Those looking for a completely new driving experience should jump behind the wheel of a Fiat – their vehicles, despite being small, are huge on personality.
Adding to that personality is the new Fiat 500X Adventurer Edition, which gives fans of the lovable Italian namesake another way to express themselves. The Adventurer Edition joins the Blue Sky Edition, announced earlier this year.
Black & Orange
The Adventurer Edition, based on the Trekking model, adds 18-inch aluminum wheels, black roof rails, and lots of orange: the mirror caps, body-side graphics, cross bows, and front and rear splash guards are all orange. The molded rear cargo tray and all-weather mats are nice touches for the inside.
“The new Adventurer package offers rugged, adventurous styling and yet another opportunity for customers to personalize their Fiat 500X,” said Steve Beahm, Head of Passenger Car Brands – Dodge, SRT, Chrysler and FIAT, FCA – North America.
Thoughtful Engineering
While the styling is a major draw for Fiat enthusiasts, engineers are precise about how the 500X is constructed. The engineering teams carefully design each of the vehicle’s systems and components to return a solid balance of performance, safety, and fuel efficiency.
The 500X is the first Fiat available with all-wheel drive, giving it a distinct advantage in harsh weather versus its other stablemates. Further, all 500X models include a Dynamic Selector system, which allows drivers to alter the vehicle’s performance based on the conditions ahead. Over 70 advanced safety systems are also available.
Power & Performance
The 1.4-liter MultiAir Turbo, standard on the Fiat 500X Pop, creates 160 horsepower and 184 lb-ft. of torque. It’s inexpensive to own and fun to drive with its six-speed manual transmission. The 2.4-liter Tigershark I-4 engine with MultiAir2 allows for a bit more when linked up to its nine-speed automatic: 180 horsepower and 175 lb-ft. of torque.
The larger Tigershark engine is standard on the Trekking and Lounge but available on the Pop. We would recommend optioning any 500X with this engine, the Adventurer Edition included.
All-wheel drive models receive a special rear axle that “disconnects” when all-wheel drive is not needed to increase efficiency.
Technology & Connectivity
Yes, plenty of both for the Adventurer Edition. Drivers are treated to Apple CarPlay and Android Auto, navigation, Bluetooth capability, and voice commands. To maximize the jams via streaming audio or SiriusXM, an available BeatsAudio system includes eight speakers and a subwoofer.
Fiat runs the Uconnect 4 system with a seven-inch touchscreen. For 2018, improvements include quicker startup times, enhanced processing power, higher resolution, and sharper graphics.
RELATED
Koenigsegg Jesko Absolut: They Say It's a Daily Driver?! Is That True?
Pricing & Availability
The 2018 Fiat 500X Adventurer Edition comes in four colors: Bianco Gelato (White Clear Coat), Nero Cinema (Black Clear Coat), Grigio Graphite (Graphite Grey), and Grigio Argentino (Grey Metallic). Interior colors include black or brown.
The Adventurer Edition is available for $945 on either front-wheel or all-wheel-drive models, which start at $23,685 and $25,585 respectively, excluding destination.
Expect the 2018 Fiat 500X Adventurer Edition on the market later this summer.
Carl Anthony is Managing Editor of Automoblog and resides in Detroit, Michigan. He studies mechanical engineering at Wayne State University, serves on the Board of Directors for the Ally Jolie Baldwin Foundation, and is a loyal Detroit Lions fan.
Photos & Source: FCA US LLC.",https://www.automoblog.net/2018/06/13/2018-fiat-500x-adventurer-edition-a-brief-walk-around/
2018/06/13,Ford & Pittsburgh Launch “City of Tomorrow Challenge” To Enhance Mobility,"Pittsburgh, City of Tomorrow! Pittsburgh, city of jet packs and pneumatic tube delivery systems! Pittsburgh, city of efficiency! Pittsburgh, city . . . city . . . okay, right, Pittsburgh is partnering with Ford to work on one of those old urban city center bug-a-boos: efficient transportation.
Makes sense, in a way. Why not give some experimental solutions a go?
The Concept
It’s called “Pittsburgh City of Tomorrow Challenge” and it’s a collaboration with Ford Motor Company, the city of Pittsburgh itself, Dell Technologies, Microsoft, the Pittsburgh Downtown Partnership, and public stakeholders. The aim is to build a crowdsourcing platform for residents, businesses, and community groups that allows for input on and implementation of pilot solutions that improve mobility within Pittsburgh.
The Pittsburgh of tomorrow will be very different from the Pittsburgh of the past, that goes without saying, but in case you like facts to back up observations, you can also take into account that a United Nations report on world urbanization found that 66 percent of the world’s population will live in cities by 2050.
So, as urban populations expand and new technologies present themselves, it would behoove us to seriously look at the way people move around cities. And if Pittsburgh has anything to say about it, it will be green, accessible, sustainable, and built around the needs of the people.
Collaborative Approach
The City of Tomorrow is Ford’s vision for the future that seeks to understand the needs of a given population, and make continuous efforts to implement things that address transportation questions: are there more efficient ways to use bridges, how can we enable people to get to work or spend more time connecting with friends and family, those sort of questions. And rather than taking a top-down approach, Ford has connected with individual communities around the mobility issues those communities care about most.
This collaboration with Pittsburgh pairs Ford’s technology expertise and its partners with the real-world experience and the stories of Pittsburgh and its residents. This creates an opportunity to propose ideas for how data, design, and technology could be put to use to adequately address the city’s future needs.
The City of Tomorrow is an eight-month program involving residents, businesses, and community organizations, each sharing how they experience transportation in Pittsburgh, and how the current transportation available either enables them or functions as an obstacle in their daily lives. And it’s not just moving people around town. Pittsburgh city officials are also looking for ideas that enhance intracity mobility in a number of ways, such as improving access to travel information, building confidence in existing systems, and soliciting ideas for improvements to already established services.
RELATED
2020 Hyundai Sonata: All The Details (With Some Liquid Chrome)
How It Works
Those interested can go to the Challenge website where they can share their experiences, sign up for community working sessions, and offer insight into the variety of ways people currently move around Pittsburgh. On top of that, Pittsburgh city staff will be out at local neighborhood festivities and events to engage with residents directly.
Participants can submit ideas for accessible solutions starting on July 2nd.
In September, semi-finalists will be selected to attend prototyping sessions, as well as receive mentoring support to further refine their ideas before submitting a final pilot proposal. In the Challenge’s finishing stage, $100,000 will be awarded to selected pilot plans in an effort to test the proposed strategy in partnership with the City of Pittsburgh, Ford, and other corporate partners.
The Miami-Dade City of Tomorrow Challenge is also underway with the same initiatives as the Pittsburgh program.
Future Considerations
Will it work? Well, in one way, Pittsburgh is a great place to test this sort of thing: It’s old, a lot of the streets were designed way before cars, there’s public transportation already in place, and the infrastructure and its funding has been neglected since Ronald Reagan was president.
It’s not a worst case scenario, but it is a pretty bad scenario, and that should show what solutions work best in pretty short order and in pretty stark contrast. It might not “work” but it should render a ton of valuable information.
Tony Borroz has spent his entire life racing antique and sports cars. He is the author of Bricks & Bones: The Endearing Legacy and Nitty-Gritty Phenomenon of The Indy 500, available in paperback or Kindle format. His forthcoming new book The Future In Front of Me, The Past Behind Me will be available soon. Follow his work on Twitter: @TonyBorroz
Photos & Source: Ford Motor Company.",https://www.automoblog.net/2018/06/13/ford-pittsburgh-city-of-tomorrow-challenge/
2018/06/12,Even More (Yellow) Individual Flair: 2019 Mercedes-AMG GT 63 S Edition 1,"At least Mercedes doesn’t call it a four-door sports car, but even so, calling it a four-door coupe is almost bad enough. Coupes have two doors. Sedans have four doors. The Mercedes AMG GT 4-Door has, unsurprisingly, four doors.
It’s a sedan. But a very good sedan.
First Edition
Fundamentally, the AMG GT 4-Door Coupe has the basic underpinnings of the “normal” AMG GT Coupe. And since the AMG GT Coupe is pretty much a beast, then it’s not much of a stretch to see how the AMG GT 4-Door Coupe should also be as well.
And just to make you feel all special about not just purchasing an AMG GT 4-Door Coupe, but buying one of the first ones to show up, Merc has upped the ante (slightly) with a unique Edition 1 model with a bunch of exclusive interior and exterior bits for 2019.
Basically, early adopters get an AMG Aerodynamics Package, special wheels and paint, AMG Performance seats and steering wheel, and Matte Carbon-Fiber trim.
Aerodynamic Art
About that trick areo package. The AMG Aerodynamics Package for the Edition 1 comes with a larger front splitter and integrated aero flics in the front bumper. The diffuser has been “optimized” and the rear spoiler’s angle can be mechanically adjusted. The rear spoiler and larger front splitter, combined with the AIRPANEL active air management system, gets you a noticeable amount of additional downforce, mushing you to the Straße.
And as your cherry on top, the AMG Aerodynamics Package also contributes to lower drag, despite the higher downforce. Schlaue Jungs.
Styling Treatments
Other bits and bobs on the outside further distinguish the AMG GT 63 S Edition 1. The paintwork is designo Graphite Grey Magno with matte Graphite Grey stripes on the sides, hood, roof, and decklid. (Hey, go-fast stripes! those should add another 1 mph to your top end, minimum buddy.) There are 21-inch cross-spoke forged wheels, painted matte black with a high-sheen finish, so, you know, you look cool.
Interior Fashions (And Scents)
The interior features such refinements as Multicontour Performance Seats with a Memory Package, Nappa Leather Upholstery in Magma Grey/Black with flashy yellow contrast stitching, a performance steering wheel in DINAMICA microfiber with more yellow stitching, a racy yellow 12 o’clock marking, and an even flashier “Edition 1” badge.
There’s lots of Matte Carbon-Fiber trim, the seatbelts are yellow, and the door center panels are Magma Grey. The instrument panel and door beltline get black Nappa leather with that same yellow top stitching. The door sill panels are illuminated and say “AMG.” There are edition-specific floor mats in black with a leather band and “AMG” lettering and, well this is a surprise, yellow top stitching.
RELATED
GMC Hummer EV: Not Exactly The Hummer We Used To Know
Last but not least, every man, woman, and child on planet Earth will be overcome with joy when they realize the AIR-BALANCE Package comes with a new, dedicated “AMG #63” fragrance. Take your seats, take your seats!!
Power & Performance
The Edition 1 comes with the top-of-the-range, handcrafted AMG 4.0-liter V8 bi-turbo engine, cranking out 630 horsepower and 664 lb-ft. of torque. Result? A top speed of 195 mph with a zero to 60 time of 3.1 seconds.
So like I said, it’s a sedan, but a very good sedan.
Availability
The AMG GT 63 and 63 S will arrive in the United States early next year, with the AMG GT 53 coming in mid-2019.
Tony Borroz has spent his entire life racing antique and sports cars. He is the author of Bricks & Bones: The Endearing Legacy and Nitty-Gritty Phenomenon of The Indy 500, available in paperback or Kindle format. His forthcoming new book The Future In Front of Me, The Past Behind Me will be available soon. Follow his work on Twitter: @TonyBorroz.
Photos & Source: MBUSA.",https://www.automoblog.net/2018/06/12/2019-mercedes-amg-gt-63-s-edition-1/
2018/06/11,GMC Introduces 2019 Yukon Graphite Editions: A Quick Look,"The GMC Yukon stable is getting a new member – two actually – in the form of Graphite Editions. The 2019 Yukon Graphite Editions feature a darkened and shaded exterior theme, while the Graphite Performance Edition adds a few performance-oriented upgrades.
The new Yukons join the Denali Ultimate Black Edition, another special edition Yukon that made its debut at the Los Angeles Auto Show late last year.
Graphite Edition
Styling touches include 22-inch bright machined wheels with Carbon Flash Metallic pockets, black assist steps with gloss black accents, black chrome grille mesh insert, and fog lamp surrounds. Other blacked-out elements include the roof rails and beltline moldings, along with other various trim pieces.
Graphite Performance Edition
This special Yukon includes the aforementioned styling elements but adds GM’s evergreen 6.2-liter V8 engine linked to a 10-speed automatic transmission (3.23 axle ratio) to reduce revolutions at highway speeds. Inside, drivers are treated to Bose Active Noise Cancellation, multi-color heads-up display, navigation, and an eight-inch color infotainment screen.
Power & Performance
The 6.2-liter V8, complete with direct injection, continuously variable valve timing, and Active Fuel Management, puts 420 horses to the pavement; torque is a healthy 460 lb-ft. The Yukon Graphite Performance Edition also gets Magnetic Ride Control, which uses sensors to “read” the road, altering the damping rate of the shocks accordingly.
Along with the upgraded powertrain, the Graphite Performance Edition adds a trailer brake controller, 170-amp alternator, and a higher grade air filter.
Pricing & Availability
The Graphite Editions are available in SLT trim only, but can be had on both the Yukon and Yukon XL in either two-wheel or four-wheel drive. There are three exterior colors: Onyx Black, White Frost Tricoat, and Dark Sky Metallic. Expect the Graphite Editions at dealers later this summer with pricing due closer to that time.
Carl Anthony is Managing Editor of Automoblog and resides in Detroit, Michigan. He studies mechanical engineering at Wayne State University, serves on the Board of Directors for the Ally Jolie Baldwin Foundation, and is a loyal Detroit Lions fan.
Photos & Source: GMC.",https://www.automoblog.net/2018/06/11/gmc-introduces-2019-yukon-graphite-editions-a-quick-look/
2018/06/09,This New Quantum Computer Science From Volkswagen Will Blow Your Mind,"Volkswagen is making incredible scientific breakthroughs when it comes to the development of electric vehicle batteries. It seems like something out of a science fiction movie. The automaker has, for the first time, succeeded in simulating “industrially relevant molecules” using a quantum computer. VW has successfully simulated molecules like lithium-hydrogen and carbon chains, and are already working on more complex chemical compounds.
What does that mean exactly?
Tailor-Made Designs
VW wants to eventually simulate the chemical structure of a complete electric vehicle battery on a quantum computer. It seems mind-blowing but all this super science has a distinct purpose: the development of high-performance electric vehicle batteries. VW is creating what they call a “tailor-made battery,” or a configurable, production-ready “chemical blueprint.”
VW’s press materials on this topic are focused on the hard science, but reading between the lines one can see the intent. VW will leverage cutting edge science to create a better automobile – in this case, electric ones. And the timing seems right, given how a recent survey from AAA found car buyers are warming up to electric vehicles.
“We are focusing on the modernization of IT systems throughout the Group,” explained Martin Hofmann, Chief Information Officer, Volkswagen Group. “The objective is to intensify the digitalization of work processes – to make them simpler, more secure and more efficient and to support new business models.”
“We intend to acquire the specialist knowledge we need for this purpose now,” added Florian Neukart, Principle Scientist at Volkswagen’s CODE Lab in San Francisco, California. “We are convinced that commercially available quantum computers will open up previously unimaginable opportunities.”
Essential Foundations
With newly developed algorithms, VW has already “laid the foundation” for simulating and optimizing the aforementioned chemical structures of electric vehicle batteries on a quantum computer. In time, the quantum algorithm could simulate the chemical composition of a battery on the basis of different criteria: weight reduction, maximum power density, or cell assembly, for example, and even provide a design that could be more easily produced.
VW believes this will help advance the battery development process, a time-consuming and resource-intensive endeavor for any automaker.
“This is why we are combining our core task with the introduction of specific key technologies for Volkswagen,” Hofmann said. “These include the Internet of Things and artificial intelligence, as well as quantum computing.”
Collaboration & Applications
Data scientists, computer linguists, software engineers, and other IT experts from VW are working together in San Francisco and Munich to better understand the potential of quantum computing. Various applications in which quantum computing could be beneficial for the automaker are being closely examined.
RELATED
Tesla Model 3 vs. Hyundai Kona Electric: Which Is The Better ""Affordable EV?""
“We are working hard to develop the potential of quantum computers for Volkswagen. The simulation of electro-chemical materials is an important project in this context,” Neukart said. “In this field, we are performing genuine pioneering work.”
VW is collaborating with Google and D-Wave who provide the VW teams with access to their systems. In late 2017, VW and Google began a partnership with regard to quantum computing.
“Quantum computing technology opens up new dimensions and represents the fast-track for future-oriented topics. We at Volkswagen want to be among the first to use quantum computing for corporate processes as soon as this technology is commercially available,” Hofmann said at the time. “Thanks to our cooperation with Google, we have taken a major step towards this goal.”
VW will present their research at the CEBIT technology show in Hanover, Germany starting on June 12th.
Carl Anthony is Managing Editor of Automoblog and resides in Detroit, Michigan. He studies mechanical engineering at Wayne State University, serves on the Board of Directors for the Ally Jolie Baldwin Foundation, and is a loyal Detroit Lions fan.
Photos & Source: Volkswagen of America, Inc.",https://www.automoblog.net/2018/06/09/vw-quantum-computer-science/
2018/06/09,"2019 BMW X5: Whatever You Do, Don’t Call It An SUV","Don’t call it an SUV people, it’s a Sports Activity Vehicle, at least if you believe BMW. The new for 2019 BMW X5 is here, and it is, in addition to being an SUV (sorry) also a BMW, so that means it’s also much quicker than you’d expect.
Tipping the scales at over 5,000 lbs. the 2019 BMW X5 will never be presented as a featherweight canyon carver. It is, however, a very competent way to get you, some of your friends, and a bunch of gear down the road (or even a little off-road) pretty quickly.
Depending on which engine you choose, the new X5 can get from full stop to 60 mph in either 5.3 or 5.6 seconds, which is great, given the weight and shape of this beast.
Engine Selections
That performance is all thanks to the engines the X5 can be equipped with: A twin-turbo straight six in the X5 xDrive40i or a blown V8 in the X5 xDrive50i. The 3-liter straight six (not a four-liter, despite the 40i badging) is said to rev like the blazes by BMW. I’ll wait and see on that, but, thanks to the twin-scroll turbocharger and direct injection tech, the six-banger has a maximum output of 335 horsepower and 330 lb-ft. of torque.
Like I said, zero to 60 mph in 5.3 seconds.
The big 8 features turbochargers positioned in the “V” between the cylinder banks. Again, the naming is strange because the V8 displaces 4.4-liters, even if it’s mounted in the xDrive50i. BMW says that newly designed heat plates are there to ensure effective thermal shielding for the crankcase and cylinder head, but I’ll believe that when I see one of these things with a quarter-million miles on it.
Mounting turbos and such within the V always makes me nervous, thermally speaking.
Anyway, the V8 mill puts out 456 horsepower with peak torque at 479 lb-ft. All of which is impressive and all of which adds up to a zero to 60 mph time of 4.6 seconds.
Transmission & Driveline Tech
Each engine is mated to a new version of the Bavarian’s eight-speed Steptronic transmission, with a wider ratio spread and new control electronics for overall efficiency. Downstream is BMW’s xDrive all-wheel drive system with a locking rear differential.
The latest generation of the BMW xDrive system is able to split drive torque between the front and rear wheels with even greater precision and speed, and, for added efficiency, full power can be directed to the rear wheels only.
RELATED
Rock Me Amadeus: Will The 2021 Cadillac Escalade Have The Chops?
Right. It’s for “efficiency.”
The standard wheel and tire set up is 19-inch light-alloy wheels, while the M Sport brings 20-inch, twin-spoke wheels to the party. 21 and 22-inch wheels are available.
Laser Focused
All of this new stuff rides in an X5 that is 1.6 inches longer than its predecessor, 2.6 inches wider, and one inch taller. Despite styling issues (the ghost of Chris Bangle still haunts these design corridors), the 2019 BMW X5 has more space for passengers and their stuff. The new X5 comes standard with Adaptive LED headlights and now adds something called, I’m not kidding here, “BMW Laserlights.”
BMW Laserlights feature blue x-shaped elements that split up the hexagonal light sources inside the regular twin headlights.
Interior Treatments
The instrument panel is wide with sweeping horizontal lines and electroplated trim emphasizing the width of the interior. The same finish can be found on the large trim finisher and surrounds and the center console. The fully-digital instrument cluster and the center display are new; the center console hosts the iDrive Controller, the newly designed transmission selector, and all other driving-related controls.
There’s new Vernasca leather upholstery available in five colors and the heated sport seats come with standard electrical adjustments. Optional multi-function seats with massage and ventilation are also available.
The stereo is a fat Bowers & Wilkins Diamond Surround Sound System with 20 speakers and a 1,500-watt output. Rear-seat entertainment comprises a pair of 10.2-inch full-HD touchscreen displays, a Blu-ray- compatible DVD player, two USB ports, an HDMI socket, and two headphone jacks.
So shut up back there!
Trim Levels
xLine and M Sport variants are also part of the mix for 2019. The standard xLine model uses lots of matte aluminum, in the underbody, roof rails, and side window surrounds. The pearl-effect chrome “accentuates the off-road character of the all-new 2019 BMW X5.” Sure, whatever.
The M Sport spec gets you wheel arch trim, bumper trim, rear underbody protection, and side skirts painted in body color, complimented by matte aluminum kidney grille bars. Oh and roof rails and side window surrounds in high-gloss black.
Yeah, that’s the M Sport. Not exactly the fire-breathing M you and I were hopping for.
Pricing & Availability
The 2019 X5 is produced at BMW’s Plant Spartanburg and will arrive in showrooms this November. The X5 xDrive40i will start at $60,700 with the X5 50i xDrive beginning at $75,750. Tack on another $995 for destination and handling.
Tony Borroz has spent his entire life racing antique and sports cars. He is the author of Bricks & Bones: The Endearing Legacy and Nitty-Gritty Phenomenon of The Indy 500, available in paperback or Kindle format. His forthcoming new book The Future In Front of Me, The Past Behind Me will be available soon. Follow his work on Twitter: @TonyBorroz.
2019 BMW X5 Gallery
Photos & Source: BMW of North America, LLC.",https://www.automoblog.net/2018/06/09/2019-bmw-x5-whatever-you-do-dont-call-it-an-suv/
2018/06/08,Mercedes-Benz Launches New Subscription Based Vehicle Service,"The “Mercedes-Benz Collection” has officially launched, a program that allows subscribers to switch between different types of vehicles depending on their needs or lifestyle. The service, a collaboration between Mercedes-Benz USA, Mercedes-Benz Financial Services USA, and Mercedes-Benz dealers, is available now in two cities: Nashville and Philadelphia.
Emerging Trends
Mercedes-Benz says they are “testing the waters” with the program for now. In time, it’s possible it will expand to more cities, as the current pilot program is meant to embrace a growing trend among consumers.
“We’re always looking to stay ahead of our customers’ needs and wants, as well as to bring new people to the brand,” explained Dietmar Exler, President and CEO, MBUSA. “We know there is a market opportunity for people who would like the ability to move in and out of vehicles, depending on what they need or want at a particular point in time, or who don’t want to own a vehicle right now.”
“Customer appetites are changing when it comes to how they access products and services, and our financial and mobility services are evolving to fit those demands,” added Geoff Robinson, Vice President, Mercedes-Benz Financial Services USA LLC.
Benefits & Perks
The program consists of three tiers – Signature, Reserve, and Premier – with prices ranging from $1,095 to $2,995 per month after a one-time activation fee of $495. Subscribers can then choose from all the available vehicles in that tier, sedans, coupes, cabriolets, roadsters, and wagons among them.
The monthly fee includes insurance, 24/7 roadside assistance, and maintenance. A concierge staff will deliver the desired vehicle, washed, with a full tank of gas, and even take away the prior vehicle. Mercedes-AMG models are also available in each tier and there are no mileage restrictions.
How It Works
The Mercedes-Benz Collection app can be found in the Apple App Store or Google Play Store. After it’s downloaded, subscribers go through a brief application process which consists of a driving and credit history check. In most cases, the application is processed and the subscriber is contacted within one business day.
Vehicle requests received by noon can typically be fulfilled the next day.
“We are working to provide one of the most diverse offerings in the market today and expect to learn a lot from this pilot,” Robinson said. “Adding Mercedes-Benz Collection’s subscription services to our product portfolio is a natural fit.”
The Automoblog Staff contributed to this report and can be reached anytime.
Source: MBUSA.",https://www.automoblog.net/2018/06/08/mercedes-subscription-service/
2018/06/07,"General Motors, Honda Partner For Next Generation Battery Technology","General Motors and Honda have announced an agreement meant to bolster the all-electric vehicle portfolios of both companies. Engineers will be tasked with developing more advanced battery components, including the cell and module, for a next generation system that will return higher energy densities and faster charging times albeit in a smaller, lighter package.
Economies of Scale
The automakers will collaborate based on GM’s next generation battery system with the intent for Honda to source the battery modules from GM. Officials say the collaboration will support each company’s respective and distinct vehicles, while the combined scale and global manufacturing efficiencies will provide greater value to customers.
“This new, multiyear agreement with Honda further demonstrates General Motors’ capability to innovate toward a profitable electric portfolio,” explained Mark Reuss, General Motors Executive Vice President of Global Product Development, Purchasing and Supply Chain. “GM’s decades of electrification experience and strategic EV investments, alongside Honda’s commitment to advancing mobility, will result in better solutions for our customers and progress on our zero emissions vision.”
Forward Momentum
A previous joint manufacturing venture between GM and Honda is already well underway. Teams from both automakers are working to make fuel cells and hydrogen storage systems more viable and affordable, and are intending to produce such a system in or around 2020.
“In addition to our ongoing joint development and production of fuel cells, this battery component collaboration will enable us to take a new step toward the realization of a sustainable society,” said Takashi Sekiguchi, Chief Officer for Automobile Operations and Managing Officer of Honda.
With regard to future electrified vehicles, both companies say this most recent announcement concerns the North American market.
The Automoblog Staff contributed to this report and can be reached anytime.
Source: General Motors, Honda Motor Company.",https://www.automoblog.net/2018/06/07/gm-honda-battery-tech/
2018/06/06,2019 GMC Sierra Elevation: Ain’t No Mountain High Enough,"U2 and GMC now have something in common, in that they both have an “Elevation” in their catalog. For the Irish band, it’s a hip-hop, rock mix that powered the record All That You Can’t Leave Behind in 2001. For the Detroit automaker, it’s a mix of ruggedness and performance that will power their truck lineup in the new year.
“The 2019 Sierra Elevation conveys a youthful, athletic presence that demonstrates GMC’s tailored approach,” explained Rich Latek, GMC Marketing Director. “With inherent truck capabilities and functionality, Elevation is able to take you off the beaten path along with your gear while standing out from the pack.”
Heavy Equipment
While “High Country” may indeed be a Silverado thing, the Sierra Elevation is poised to climb right over the highest of countries. The truck comes with the X31 Off Road package, which includes unique suspension tuning, Rancho shocks, all-terrain tires, a locking rear differential, Hill Descent Control, protective underbody skidplates, and a heavy-duty air filter.
Bonus items include a two-speed transfer case with low-range gearing and dual exhaust.
The integrated Traction Select System means the truck’s performance can better match the conditions at hand. The system, via a dial, adjusts the transmission shift points, throttle mapping, and other systems to give the Sierra Elevation mountain goat-like footing.
In essence, GMC echoes the sentiments expressed by Marvin Gaye and Tammi Terrell in 1967: There Ain’t No Mountain High Enough.
Styling & Design
If the off-road elements don’t immediately do it, the Sierra Elevation should be easy to spot with its LED C-shape “light blade” designs. This signature look includes LED fog lamps and further C-shaped LED elements within the taillights. We see plenty of black exterior accents from the grille insert and tow hooks, to the side window trim and 20-inch aluminum wheels.
The monochromatic door handles, bumpers, and grille surround finish off the truck.
In general, regardless of trim level, the 2019 Sierra is the boldest-looking, most chiseled Sierra in the modern era.
Power & Performance
The Sierra Elevation will put the heat to the pavement, gravel, or mud with a range of engines and transmissions. The evergreen 5.3 and 6.2 return, although they are redesigned for weight savings and better performance. The 5.3 and 6.2 contain the new Dynamic Fuel Management system, a replacement for the current Active Fuel Management. Under the new system, the engine is allowed 17 different modes of cylinder deactivation to boost performance and efficiency.
Standard on the Elevation is a new 2.7-liter turbocharged engine paired to an eight-speed automatic. The engine produces 310 horsepower and 348 lb-ft. of torque. Early next year, the Elevation will be optioned with a new 3.0-liter Duramax connected to a 10-speed automatic.
RELATED
Genesis GV80: Inspired By South Korean Architectural Philosophy
Hauling The Convoy
GMC says the Sierra Elevation will handle all the gear one can pile on: kayaks, mountain bikes, motorcycles and ATVs, camping and fishing equipment; nothing is off limits. There are more tie-downs, larger rear corner steps, and the available “GearOn rails” to make loading and securing cargo easier.
A 120-volt outlet in the rear supplies power to whatever equipment adventure seekers have in tow.
And when you gotta tow, you gotta tow! GMC’s new ProGrade Trailering feature is an option for the Elevation. The system includes a pre-departure checklist, trailer light test, tire pressure monitoring for the trailer, and maintenance reminders, plus a compatible smartphone app.
Pricing & Availability
The 2019 Sierra Elevation comes as a double cab in either two-wheel or four-wheel drive. Expect the truck at GMC dealers this fall with pricing information due closer to that time.
Carl Anthony is Managing Editor of Automoblog and resides in Detroit, Michigan. He studies mechanical engineering at Wayne State University, serves on the Board of Directors for the Ally Jolie Baldwin Foundation, and is a loyal Detroit Lions fan.
Photos & Source: GMC.",https://www.automoblog.net/2018/06/06/2019-gmc-sierra-elevation-aint-no-mountain-high-enough/
2018/06/06,Cadillac To Expand Super Cruise & Other Vehicle-To-Vehicle Communications Systems,"Cadillac is planning to make Super Cruise available on all models beginning in 2020, with other GM brands to follow after that time. Cadillac’s Super Cruise feature can automatically steer, brake, and keep the vehicle positioned on the highway in certain, optimal conditions. The automaker is also planning to offer V2X communications in a high-volume crossover by 2023, and eventually expand that technology across the product range.
Market Position
With the broader implementation of these technologies, GM believes they can better serve consumers in the future.
“The expansion of Super Cruise and V2X communications technology demonstrates Cadillac’s commitment to innovation, and to making customers’ lives better,” explained Mark Reuss, GM Executive Vice President of Global Product Development, Purchasing and Supply Chain. “GM is just as committed to ushering in a new era of personal transportation, and technologies like these will enable it.”
“Cadillac is proud to be the leader for the company’s innovation,” added Steve Carlisle, Cadillac President.
Super Cruise Features
Super Cruise uses high precision LiDAR map and GPS data, an advanced driver attention system, and a network of camera and radar sensors. Cadillac says customers can drive hands-free on more than 130,000 miles of limited-access freeways in the United States and Canada, provided they have an active OnStar plan with emergency services.
“The driver attention system helps to keep drivers engaged and detects when drivers need to pay more attention to the road,” reads a statement from the automaker. “Even while using Super Cruise, drivers must always pay attention and not use a handheld device.”
Expanding Technology
Cadillac introduced vehicle-to-vehicle communications on the CTS sedan last year, which uses Dedicated Short-Range Communications technology. With a range of nearly 1,000 feet, drivers can be alerted to possible threats in time to avoid a collision. V2X compatible vehicles can decipher hazardous road conditions, traffic light statuses, and upcoming work zones among other things.
V2X technology can also be expanded to help protect roadway users including cyclists and pedestrians.
“Groundbreaking technologies like these continue to provide unparalleled comfort and convenience for our customers,” Carlisle said.
Photos & Source: Cadillac.",https://www.automoblog.net/2018/06/06/cadillac-expand-super-cruise-v2v/
